   FROM CHEASE,SI UNITS,COCOS=2, IP,B0>020260925   3 513 513
 1.361945010E+00 2.443413960E+00 8.500000240E-01 1.427304047E-01-6.323755147E-03
 9.430445796E-01-6.323755147E-03-6.864468261E-02 0.000000000E+00 -4.87488985E-01
 7.440705163E+05-6.864468261E-02 0.000000000E+00 9.430445796E-01 0.000000000E+00
 5.769474128E-05 1.765849913E-04 3.000735322E-04 4.281776664E-04 5.607515244E-04
 6.975967906E-04 8.385795174E-04 9.835705282E-04 1.132458402E-03 1.285139189E-03
 1.441512569E-03 1.601487444E-03 1.764982156E-03 1.931924130E-03 2.102250489E-03
 2.275906311E-03 2.452839948E-03 2.633005559E-03 2.816365704E-03 3.002886890E-03
 3.192535492E-03 3.385283592E-03 3.581111777E-03 3.780010174E-03 3.981978391E-03
 4.187024578E-03 4.395162063E-03 4.606404784E-03 4.820771719E-03 5.038289822E-03
 5.258995340E-03 5.482934782E-03 5.710154233E-03 5.940666530E-03 6.174455360E-03
 6.411498551E-03 6.651773199E-03 6.895254331E-03 7.141914425E-03 7.391724101E-03
 7.644652555E-03 7.900668162E-03 8.159738200E-03 8.421828432E-03 8.686903291E-03
 8.954926127E-03 9.225858877E-03 9.499662037E-03 9.776295035E-03 1.005571610E-02
 1.033788207E-02 1.062275032E-02 1.091028160E-02 1.120043730E-02 1.149317774E-02
 1.178846201E-02 1.208624808E-02 1.238649284E-02 1.268915212E-02 1.299418044E-02
 1.330153088E-02 1.361115630E-02 1.392301659E-02 1.423708246E-02 1.455332748E-02
 1.487172523E-02 1.519224902E-02 1.551487223E-02 1.583956861E-02 1.616631201E-02
 1.649507606E-02 1.682583462E-02 1.715856193E-02 1.749323242E-02 1.782982078E-02
 1.816830209E-02 1.850865079E-02 1.885083895E-02 1.919483785E-02 1.954061904E-02
 1.988815483E-02 2.023741837E-02 2.058838327E-02 2.094102262E-02 2.129530677E-02
 2.165120460E-02 2.200868496E-02 2.236771676E-02 2.272826874E-02 2.309030969E-02
 2.345380869E-02 2.381873592E-02 2.418506261E-02 2.455276033E-02 2.492180073E-02
 2.529215600E-02 2.566380072E-02 2.603671312E-02 2.641087405E-02 2.678626679E-02
 2.716287561E-02 2.754068606E-02 2.791968784E-02 2.829987404E-02 2.868123886E-02
 2.906377698E-02 2.944748318E-02 2.983235276E-02 3.021838182E-02 3.060556738E-02
 3.099390739E-02 3.138340061E-02 3.177404665E-02 3.216584605E-02 3.255880032E-02
 3.295291179E-02 3.334818249E-02 3.374461190E-02 3.414219875E-02 3.454094236E-02
 3.494084269E-02 3.534190021E-02 3.574411607E-02 3.614749194E-02 3.655202943E-02
 3.695773006E-02 3.736459584E-02 3.777262939E-02 3.818183376E-02 3.859221251E-02
 3.900376980E-02 3.941651000E-02 3.983043700E-02 4.024555484E-02 4.066186825E-02
 4.107938146E-02 4.149809347E-02 4.191799675E-02 4.233908241E-02 4.276134148E-02
 4.318476467E-02 4.360934282E-02 4.403506649E-02 4.446192411E-02 4.488990224E-02
 4.531898720E-02 4.574916554E-02 4.618042423E-02 4.661275056E-02 4.704613193E-02
 4.748055537E-02 4.791600678E-02 4.835247143E-02 4.878993463E-02 4.922838175E-02
 4.966779826E-02 5.010816965E-02 5.054948148E-02 5.099172036E-02 5.143487513E-02
 5.187893543E-02 5.232389102E-02 5.276973166E-02 5.321644716E-02 5.366402732E-02
 5.411246218E-02 5.456174318E-02 5.501186416E-02 5.546281972E-02 5.591460462E-02
 5.636721433E-02 5.682064539E-02 5.727489480E-02 5.772995967E-02 5.818583663E-02
 5.864252132E-02 5.910000926E-02 5.955829615E-02 6.001737776E-02 6.047724996E-02
 6.093790874E-02 6.139935023E-02 6.186156968E-02 6.232456093E-02 6.278832061E-02
 6.325285137E-02 6.371815703E-02 6.418423949E-02 6.465110001E-02 6.511874011E-02
 6.558716161E-02 6.605636665E-02 6.652635764E-02 6.699713726E-02 6.746870818E-02
 6.794107228E-02 6.841423104E-02 6.888818607E-02 6.936293927E-02 6.983849318E-02
 7.031485090E-02 7.079201576E-02 7.126999137E-02 7.174878203E-02 7.222839294E-02
 7.270882970E-02 7.319009807E-02 7.367220413E-02 7.415515433E-02 7.463895537E-02
 7.512361411E-02 7.560913811E-02 7.609553689E-02 7.658282132E-02 7.707100261E-02
 7.756009215E-02 7.805010142E-02 7.854104204E-02 7.903292581E-02 7.952576472E-02
 8.001957135E-02 8.051435927E-02 8.101014259E-02 8.150693564E-02 8.200475295E-02
 8.250360925E-02 8.300351954E-02 8.350449904E-02 8.400656312E-02 8.450972635E-02
 8.501400166E-02 8.551940146E-02 8.602593837E-02 8.653362520E-02 8.704247507E-02
 8.755250136E-02 8.806371770E-02 8.857613782E-02 8.908977426E-02 8.960463685E-02
 9.012073436E-02 9.063807565E-02 9.115666990E-02 9.167652644E-02 9.219765079E-02
 9.272003834E-02 9.324367909E-02 9.376856230E-02 9.429467598E-02 9.482200715E-02
 9.535054261E-02 9.588026917E-02 9.641117340E-02 9.694324154E-02 9.747645961E-02
 9.801081356E-02 9.854628931E-02 9.908287305E-02 9.962055143E-02 1.001593112E-01
 1.006991389E-01 1.012400213E-01 1.017819446E-01 1.023248953E-01 1.028688594E-01
 1.034138231E-01 1.039597727E-01 1.045066961E-01 1.050545826E-01 1.056034220E-01
 1.061532035E-01 1.067039168E-01 1.072555516E-01 1.078080981E-01 1.083615464E-01
 1.089158866E-01 1.094711089E-01 1.100272044E-01 1.105841649E-01 1.111419822E-01
 1.117006482E-01 1.122601548E-01 1.128204943E-01 1.133816592E-01 1.139436422E-01
 1.145064362E-01 1.150700336E-01 1.156344267E-01 1.161996073E-01 1.167655670E-01
 1.173322975E-01 1.178997905E-01 1.184680375E-01 1.190370294E-01 1.196067602E-01
 1.201772450E-01 1.207483779E-01 1.368757248E-02 1.353938711E-02 1.339149832E-02
 1.324395197E-02 1.309673814E-02 1.294985681E-02 1.280330951E-02 1.265709741E-02
 1.251122174E-02 1.236568383E-02 1.222048509E-02 1.207562701E-02 1.193111118E-02
 1.178693926E-02 1.164311303E-02 1.149963435E-02 1.135650521E-02 1.121372773E-02
 1.107130413E-02 1.092923672E-02 1.078752791E-02 1.064618019E-02 1.050519619E-02
 1.036457860E-02 1.022433026E-02 1.008445406E-02 9.944953035E-03 9.805830330E-03
 9.667089263E-03 9.528733314E-03 9.390766086E-03 9.253191297E-03 9.116012769E-03
 8.979234439E-03 8.842860355E-03 8.706894726E-03 8.571341888E-03 8.436205836E-03
 8.301489438E-03 8.167194756E-03 8.033323897E-03 7.899879327E-03 7.766863807E-03
 7.634280356E-03 7.502132250E-03 7.370423026E-03 7.239156478E-03 7.108336663E-03
 6.977967917E-03 6.848054856E-03 6.718602373E-03 6.589615589E-03 6.461099813E-03
 6.333060596E-03 6.205503785E-03 6.078435530E-03 5.951862286E-03 5.825790801E-03
 5.700228126E-03 5.575181617E-03 5.450658961E-03 5.326668172E-03 5.203217446E-03
 5.080314908E-03 4.957968712E-03 4.836187286E-03 4.714979426E-03 4.594354482E-03
 4.474322182E-03 4.354889921E-03 4.236059022E-03 4.117827670E-03 4.000194977E-03
 3.883161725E-03 3.766729685E-03 3.650901649E-03 3.535681939E-03 3.421076606E-03
 3.307093424E-03 3.193741911E-03 3.081033342E-03 2.968980778E-03 2.857599089E-03
 2.746904986E-03 2.636916756E-03 2.527653767E-03 2.419136703E-03 2.311388094E-03
 2.204432468E-03 2.098296359E-03 1.993008357E-03 1.888599136E-03 1.785101456E-03
 1.682550178E-03 1.580982229E-03 1.480436380E-03 1.380954041E-03 1.282581785E-03
 1.185370848E-03 1.089373658E-03 9.946426682E-04 9.012305869E-04 8.091903766E-04
 7.185751124E-04 6.294379239E-04 5.418324134E-04 4.558136695E-04 3.714381890E-04
 2.887631377E-04 2.078420644E-04 1.287250322E-04 5.154912897E-05-2.352875398E-05
-9.714467155E-05-1.701940250E-04-2.428385971E-04-3.150010938E-04-3.866370435E-04
-4.577091718E-04-5.281755077E-04-5.979930614E-04-6.671241501E-04-7.355400550E-04
-8.032184993E-04-8.701426320E-04-9.363000571E-04-1.001675847E-03-1.066246750E-03
-1.129988613E-03-1.192880742E-03-1.254905159E-03-1.316044591E-03-1.376280977E-03
-1.435596628E-03-1.493975315E-03-1.551400533E-03-1.607843268E-03-1.663253203E-03
-1.717571741E-03-1.770740131E-03-1.822698633E-03-1.873383436E-03-1.922736380E-03
-1.970722846E-03-2.017326666E-03-2.062538547E-03-2.106337155E-03-2.148689048E-03
-2.189566500E-03-2.228951942E-03-2.266834864E-03-2.303207353E-03-2.338063277E-03
-2.371399267E-03-2.403214032E-03-2.433508412E-03-2.462285209E-03-2.489546081E-03
-2.515289182E-03-2.539506419E-03-2.562177331E-03-2.583254434E-03-2.602627981E-03
-2.620140878E-03-2.635668334E-03-2.649165455E-03-2.660606019E-03-2.669950650E-03
-2.677143087E-03-2.682103223E-03-2.684731516E-03-2.684913304E-03-2.682551958E-03
-2.677657065E-03-2.670314510E-03-2.660611398E-03-2.648631503E-03-2.634480833E-03
-2.618282480E-03-2.600157789E-03-2.580189856E-03-2.558335785E-03-2.534462504E-03
-2.508427857E-03-2.480103840E-03-2.449394275E-03-2.416226482E-03-2.380540085E-03
-2.342279490E-03-2.301386042E-03-2.257816835E-03-2.211548579E-03-2.162530339E-03
-2.110664434E-03-2.055865850E-03-1.998089520E-03-1.937346670E-03-1.873702644E-03
-1.807262026E-03-1.738120091E-03-1.666302881E-03-1.591847099E-03-1.514822112E-03
-1.435298578E-03-1.353342811E-03-1.269017588E-03-1.182374912E-03-1.093432671E-03
-1.002184911E-03-9.086192473E-04-8.127077486E-04-7.143979771E-04-6.136322603E-04
-5.103611249E-04-4.045802322E-04-2.962717967E-04-1.852679097E-04-7.131755482E-05
 4.618395132E-05 1.682655437E-04 2.948471601E-04 4.259407620E-04 5.613973395E-04
 7.010103596E-04 8.446612117E-04 9.922379087E-04 1.143633178E-03 1.298751051E-03
 1.457503473E-03 1.619810814E-03 1.785603300E-03 1.954820144E-03 2.127405178E-03
 2.303306540E-03 2.482480703E-03 2.664890325E-03 2.850497820E-03 3.039269566E-03
 3.231180045E-03 3.426213111E-03 3.624362409E-03 3.825630577E-03 4.030026901E-03
 4.237561782E-03 4.448249191E-03 4.662110695E-03 4.879176860E-03 5.099488803E-03
 5.323092154E-03 5.550008941E-03 5.780227298E-03 6.013725801E-03 6.250482152E-03
 6.490472277E-03 6.733669458E-03 6.980044958E-03 7.229568503E-03 7.482208873E-03
 7.737933877E-03 7.996709823E-03 8.258501595E-03 8.523272987E-03 8.790986423E-03
 9.061602836E-03 9.335082004E-03 9.611382585E-03 9.890461755E-03 1.017227670E-02
 1.045678791E-02 1.074395706E-02 1.103374485E-02 1.132611074E-02 1.162101302E-02
 1.191840889E-02 1.221825448E-02 1.252050465E-02 1.282511277E-02 1.313203167E-02
 1.344121988E-02 1.375264712E-02 1.406628659E-02 1.438211158E-02 1.470009516E-02
 1.502021038E-02 1.534243067E-02 1.566672961E-02 1.599308054E-02 1.632145701E-02
 1.665183295E-02 1.698418249E-02 1.731848001E-02 1.765470031E-02 1.799281759E-02
 1.833280373E-02 1.867462967E-02 1.901826663E-02 1.936368658E-02 1.971086235E-02
 2.005976723E-02 2.041037401E-02 2.076265277E-02 2.111657202E-02 2.147210026E-02
 2.182920605E-02 2.218785779E-02 2.254802388E-02 2.290967307E-02 2.327277525E-02
 2.363730131E-02 2.400322247E-02 2.437051009E-02 2.473913605E-02 2.510907475E-02
 2.548030419E-02 2.585280500E-02 2.622656022E-02 2.660155381E-02 2.697777120E-02
 2.735520215E-02 2.773383961E-02 2.811367762E-02 2.849471062E-02 2.887693318E-02
 2.926034042E-02 2.964492832E-02 3.003069378E-02 3.041763460E-02 3.080574946E-02
 3.119503787E-02 3.158550030E-02 3.197713820E-02 3.236995379E-02 3.276394864E-02
 3.315912180E-02 3.355547179E-02 3.395299786E-02 3.435169985E-02 3.475157816E-02
 3.515263382E-02 3.555486838E-02 3.595828321E-02 3.636287971E-02 3.676865983E-02
 3.717562610E-02 3.758378149E-02 3.799312951E-02 3.840367427E-02 3.881541990E-02
 3.922837008E-02 3.964252883E-02 4.005790082E-02 4.047448948E-02 4.089229184E-02
 4.131129960E-02 4.173150374E-02 4.215289510E-02 4.257546424E-02 4.299920191E-02
 4.342409821E-02 4.385014072E-02 4.427731569E-02 4.470560932E-02 4.513500808E-02
 4.556549891E-02 4.599706900E-02 4.642970554E-02 4.686339513E-02 4.729812321E-02
 4.773387484E-02 4.817063519E-02 4.860838947E-02 4.904712300E-02 4.948682108E-02
 4.992746927E-02 5.036905476E-02 5.081156667E-02 5.125499460E-02 5.169932815E-02
 5.214455697E-02 5.259067071E-02 5.303765910E-02 5.348551229E-02 5.393422261E-02
 5.438378422E-02 5.483419171E-02 5.528543990E-02 5.573752462E-02 5.619044260E-02
 5.664419082E-02 5.709876627E-02 5.755416502E-02 5.801038251E-02 5.846741423E-02
 5.892525584E-02 5.938390306E-02 5.984335170E-02 6.030359779E-02 6.076463717E-02
 6.122646420E-02 6.168907309E-02 6.215246330E-02 6.261663856E-02 6.308160173E-02
 6.354735409E-02 6.401389686E-02 6.448123158E-02 6.494936008E-02 6.541828453E-02
 6.588800737E-02 6.635853122E-02 6.682985831E-02 6.730199008E-02 6.777492793E-02
 6.824867348E-02 6.872322880E-02 6.919859665E-02 6.967478018E-02 7.015178274E-02
 7.062960812E-02 7.110826108E-02 7.158774700E-02 7.206807149E-02 7.254924040E-02
 7.303125994E-02 7.351413666E-02 7.399787726E-02 7.448248883E-02 7.496797990E-02
 7.545436093E-02 7.594164303E-02 7.642983748E-02 7.691895572E-02 7.740900931E-02
 7.790000994E-02 7.839196951E-02 7.888490030E-02 7.937881550E-02 7.987372911E-02
 8.036965540E-02 8.086660882E-02 8.136460407E-02 8.186365608E-02 8.236377999E-02
 8.286499121E-02 8.336730479E-02 8.387073417E-02 8.437529182E-02 8.488099028E-02
 8.538784229E-02 8.589586089E-02 8.640505941E-02 8.691545141E-02 8.742705066E-02
 8.793987035E-02 8.845392105E-02 8.896921163E-02 8.948575087E-02 9.000354783E-02
 9.052261193E-02 9.104295046E-02 9.156456161E-02 9.208743604E-02 9.261156305E-02
 9.313693098E-02 9.366352690E-02 9.419133755E-02 9.472034964E-02 9.525054973E-02
 9.578192403E-02 9.631445849E-02 9.684813897E-02 9.738295128E-02 9.791888142E-02
 9.845591585E-02 9.899404120E-02 9.953324405E-02 1.000735109E-01 1.006148281E-01
 1.011571818E-01 1.017005582E-01 1.022449432E-01 1.027903230E-01 1.033366850E-01
 1.038840183E-01 1.044323126E-01 1.049815571E-01 1.055317413E-01 1.060828548E-01
 1.066348878E-01 1.071878303E-01 1.077416722E-01 1.082964038E-01 1.088520158E-01
 1.094084999E-01 1.099658480E-01 1.105240519E-01 1.110831034E-01 1.116429945E-01
 1.122037180E-01 1.127652663E-01 1.133276323E-01 1.138908083E-01 1.144547867E-01
 1.150195593E-01 1.155851175E-01 1.161514530E-01 1.167185573E-01 1.172864221E-01
 1.178550389E-01 1.184243987E-01 1.189944953E-01 1.195653437E-01 1.201368380E-01
 1.363715210E-02 1.348873150E-02 1.334060933E-02 1.319283165E-02 1.304538836E-02
 1.289827930E-02 1.275150597E-02 1.260506948E-02 1.245897102E-02 1.231321187E-02
 1.216779338E-02 1.202271700E-02 1.187798428E-02 1.173359682E-02 1.158955635E-02
 1.144586466E-02 1.130252365E-02 1.115953537E-02 1.101690197E-02 1.087462570E-02
 1.073270894E-02 1.059115414E-02 1.044996387E-02 1.030914078E-02 1.016868765E-02
 1.002860735E-02 9.888902854E-03 9.749577252E-03 9.610633745E-03 9.472075698E-03
 9.333906652E-03 9.196130283E-03 9.058750382E-03 8.921770849E-03 8.785195700E-03
 8.649029063E-03 8.513275214E-03 8.377938594E-03 8.243023449E-03 8.108533069E-03
 7.974469757E-03 7.840835724E-03 7.707633530E-03 7.574866054E-03 7.442536438E-03
 7.310648086E-03 7.179204670E-03 7.048210124E-03 6.917668649E-03 6.787584727E-03
 6.657963127E-03 6.528808905E-03 6.400127357E-03 6.271923974E-03 6.144204484E-03
 6.016974909E-03 5.890241584E-03 5.764011152E-03 5.638290560E-03 5.513087059E-03
 5.388408212E-03 5.264261917E-03 5.140656409E-03 5.017600135E-03 4.895101492E-03
 4.773168884E-03 4.651810972E-03 4.531036787E-03 4.410855903E-03 4.291278347E-03
 4.172312175E-03 4.053959714E-03 3.936219947E-03 3.819092651E-03 3.702579321E-03
 3.586682502E-03 3.471405758E-03 3.356754195E-03 3.242734680E-03 3.129355838E-03
 3.016628071E-03 2.904563574E-03 2.793176358E-03 2.682482285E-03 2.572499090E-03
 2.463246117E-03 2.354743824E-03 2.247014015E-03 2.140080373E-03 2.033968621E-03
 1.928706527E-03 1.824323952E-03 1.720852886E-03 1.618327440E-03 1.516783869E-03
 1.416260529E-03 1.316797674E-03 1.218438265E-03 1.121230209E-03 1.025225527E-03
 9.304772090E-04 8.370382882E-04 7.449620702E-04 6.543021071E-04 5.651120542E-04
 4.774456046E-04 3.913570529E-04 3.069028399E-04 2.241386288E-04 1.431112570E-04
 6.392780412E-05-1.321553940E-05-8.876541873E-05-1.637167530E-04-2.383071083E-04
-3.124612163E-04-3.861398997E-04-4.593138018E-04-5.319439340E-04-6.039875454E-04
-6.754001093E-04-7.461375965E-04-8.161639823E-04-8.854533818E-04-9.539862741E-04
-1.021748603E-03-1.088729862E-03-1.154914802E-03-1.220280237E-03-1.284802953E-03
-1.348462941E-03-1.411242371E-03-1.473123230E-03-1.534086182E-03-1.594112437E-03
-1.653185627E-03-1.711287107E-03-1.768379655E-03-1.824406415E-03-1.879306470E-03
-1.933017528E-03-1.985471686E-03-2.036598524E-03-2.086345063E-03-2.134686138E-03
-2.181611334E-03-2.227112178E-03-2.271165714E-03-2.313743489E-03-2.354825253E-03
-2.394398841E-03-2.432456515E-03-2.468992179E-03-2.504002386E-03-2.537486349E-03
-2.569444973E-03-2.599881151E-03-2.628798636E-03-2.656199008E-03-2.682079617E-03
-2.706429962E-03-2.729223264E-03-2.750392150E-03-2.769796620E-03-2.787272216E-03
-2.802719419E-03-2.816104264E-03-2.827393906E-03-2.836540239E-03-2.843475180E-03
-2.848106646E-03-2.850324729E-03-2.850010476E-03-2.847099193E-03-2.841646541E-03
-2.833747654E-03-2.823490526E-03-2.810970961E-03-2.796312322E-03-2.779647139E-03
-2.761097415E-03-2.740707585E-03-2.718384168E-03-2.693986809E-03-2.667379899E-03
-2.638450978E-03-2.607119322E-03-2.573320534E-03-2.536999310E-03-2.498098507E-03
-2.456564521E-03-2.412364466E-03-2.365465852E-03-2.315781099E-03-2.263204038E-03
-2.207656481E-03-2.149108654E-03-2.087592446E-03-2.023189068E-03-1.956002389E-03
-1.886085889E-03-1.813458374E-03-1.738184279E-03-1.660345244E-03-1.580017239E-03
-1.497272023E-03-1.412176164E-03-1.324771990E-03-1.235067774E-03-1.143060070E-03
-1.048737410E-03-9.520613552E-04-8.529723822E-04-7.514107412E-04-6.473254733E-04
-5.406791286E-04-4.314734139E-04-3.197143001E-04-2.052623649E-04-8.788502224E-05
 3.288360922E-05 1.581256320E-04 2.877557896E-04 4.217815285E-04 5.600693972E-04
 7.024266222E-04 8.487372519E-04 9.988960560E-04 1.152806048E-03 1.310382735E-03
 1.471550320E-03 1.636241403E-03 1.804395156E-03 1.975954013E-03 2.150867969E-03
 2.329094840E-03 2.510593622E-03 2.695325205E-03 2.883257889E-03 3.074369151E-03
 3.268646446E-03 3.466086601E-03 3.666694184E-03 3.870476264E-03 4.077441963E-03
 4.287607388E-03 4.500997418E-03 4.717647315E-03 4.937600045E-03 5.160884987E-03
 5.387496068E-03 5.617413137E-03 5.850614455E-03 6.087076807E-03 6.326774352E-03
 6.569679042E-03 6.815761176E-03 7.064989954E-03 7.317333709E-03 7.572759315E-03
 7.831232144E-03 8.092716435E-03 8.357175111E-03 8.624569571E-03 8.894859966E-03
 9.168005373E-03 9.443963361E-03 9.722691057E-03 1.000414861E-02 1.028829792E-02
 1.057510010E-02 1.086451499E-02 1.115650121E-02 1.145101630E-02 1.174801670E-02
 1.204745759E-02 1.234929269E-02 1.265347486E-02 1.295996148E-02 1.326872113E-02
 1.357972661E-02 1.389295094E-02 1.420836691E-02 1.452594727E-02 1.484566511E-02
 1.516749374E-02 1.549140621E-02 1.581737574E-02 1.614537594E-02 1.647538065E-02
 1.680736395E-02 1.714130032E-02 1.747716376E-02 1.781492590E-02 1.815455737E-02
 1.849602907E-02 1.883931259E-02 1.918438044E-02 1.953120561E-02 1.987976058E-02
 2.023001512E-02 2.058193740E-02 2.093549557E-02 2.129065780E-02 2.164739214E-02
 2.200566664E-02 2.236544971E-02 2.272671089E-02 2.308942077E-02 2.345355022E-02
 2.381907026E-02 2.418595250E-02 2.455417115E-02 2.492370396E-02 2.529453133E-02
 2.566663605E-02 2.604000178E-02 2.641461384E-02 2.679046203E-02 2.716753918E-02
 2.754583911E-02 2.792535605E-02 2.830608433E-02 2.868801893E-02 2.907115568E-02
 2.945549134E-02 2.984102360E-02 3.022775103E-02 3.061567303E-02 3.100479001E-02
 3.139510335E-02 3.178661515E-02 3.217932647E-02 3.257323590E-02 3.296834185E-02
 3.336464347E-02 3.376214047E-02 3.416083314E-02 3.456072245E-02 3.496180978E-02
 3.536409625E-02 3.576758317E-02 3.617227240E-02 3.657816640E-02 3.698526804E-02
 3.739358081E-02 3.780310872E-02 3.821385564E-02 3.862582507E-02 3.903902102E-02
 3.945344802E-02 3.986910839E-02 4.028599727E-02 4.070410584E-02 4.112342500E-02
 4.154394532E-02 4.196565732E-02 4.238855156E-02 4.281261750E-02 4.323784200E-02
 4.366421106E-02 4.409171077E-02 4.452032757E-02 4.495004832E-02 4.538086008E-02
 4.581274982E-02 4.624570361E-02 4.667970649E-02 4.711474338E-02 4.755079927E-02
 4.798785924E-02 4.842590843E-02 4.886493197E-02 4.930491557E-02 4.974584708E-02
 5.018771573E-02 5.063051099E-02 5.107422234E-02 5.151883928E-02 5.196435136E-02
 5.241074821E-02 5.285802042E-02 5.330616111E-02 5.375516462E-02 5.420502544E-02
 5.465573864E-02 5.510730038E-02 5.555970746E-02 5.601295685E-02 5.646704520E-02
 5.692196810E-02 5.737772089E-02 5.783429904E-02 5.829169817E-02 5.874991394E-02
 5.920894215E-02 5.966877876E-02 6.012941905E-02 6.059085669E-02 6.105308753E-02
 6.151611355E-02 6.197993844E-02 6.244456398E-02 6.290999116E-02 6.337622123E-02
 6.384325574E-02 6.431109656E-02 6.477974586E-02 6.524920609E-02 6.571947968E-02
 6.619056827E-02 6.666247309E-02 6.713519550E-02 6.760873720E-02 6.808310049E-02
 6.855828829E-02 6.903430374E-02 6.951115024E-02 6.998883201E-02 7.046735411E-02
 7.094672200E-02 7.142694132E-02 7.190801803E-02 7.238995847E-02 7.287276923E-02
 7.335645710E-02 7.384102974E-02 7.432649690E-02 7.481286949E-02 7.530015872E-02
 7.578837596E-02 7.627753268E-02 7.676764050E-02 7.725871124E-02 7.775075696E-02
 7.824379044E-02 7.873782547E-02 7.923287625E-02 7.972895718E-02 8.022608289E-02
 8.072426823E-02 8.122352830E-02 8.172387847E-02 8.222533407E-02 8.272790918E-02
 8.323161644E-02 8.373646831E-02 8.424247751E-02 8.474965695E-02 8.525801991E-02
 8.576757989E-02 8.627835065E-02 8.679034575E-02 8.730357667E-02 8.781805254E-02
 8.833378207E-02 8.885077420E-02 8.936903829E-02 8.988858279E-02 9.040940884E-02
 9.093150830E-02 9.145487053E-02 9.197948416E-02 9.250533640E-02 9.303241391E-02
 9.356070334E-02 9.409019120E-02 9.462086368E-02 9.515270668E-02 9.568570597E-02
